flavors,parents_link,recommendations_notes,grow_info,parents_link/_source,strain_highlights,parents/_source,number_reviews,review,most_popular_in,name,parents/_alt,parents,pageUrl
1. Blue Cheese 2. Chemical 3. Menthol,https://www.leafly.com/hybrid/orange-velvet,,,/hybrid/orange-velvet,"Aberdeen is a variety of Agent Orange grown by Canadian LP Aphria. Like Agent Orange, Aberdeen combines the genetics of Orange Velvet and Jack the Ripper to create a mix of sweet orange and citrus flavors. The happy, uplifting effects of Aberdeen mirror Agent Orange and are regularly prescribed for anxiety, migraines, and gastrointestinal disorder.; Most Helpful Cholomexicangangbanger 3/2/2015 7:11 PM 3/2/2015 7:11 PM “Ho...ly...Fuck. This is the shit. I didn't have to smoke too much, to get high as hell. The high was glorious too. Def pick up some Doritos and have a day” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/orange-velvet/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/jack-the-ripper/badge?width=340&padding=false,3| 1 Reviews,3,,Aberdeen,Orange Velvet; Jack the Ripper,https://d3h17ltqi8v019.cloudfront.net/hybrid/orange-velvet/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/jack-the-ripper/badge?width=340&padding=false,https://www.leafly.com/hybrid/aberdeen
1. Diesel 2. Sweet 3. Flowery,https://www.leafly.com/indica/afghani,,,/indica/afghani,"Afghan Diesel is a hybrid strain with an aroma similar to a grapefruit and other citrus fruit. The taste has been described as light and sweet. This strain will have a more cerebral effect rather than body. The plant is characterized as having dark green leaves with purple colored buds.; Most Helpful Joshy 9/28/2013 4:19 AM 9/28/2013 4:19 AM “Just bought a fresh batch of this strain and smoked it with my girlfriend. Definitely should be labeled a Sativa. Head high is dominant when it comes to this Afghan Diesel. Very citrus smelling. A decent tasting strand, not as strong as most of the other strands we've smoked. 7/10.” Read Full Review Report Abuse Most Recent RobG12 12/31/2015 5:09 PM 12/31/2015 5:09 PM “I felt this was mediocre which is surprising cause both strains that were crossed to create this strain are good.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/sour-diesel/badge?width=340&padding=false,3.9| 12 Reviews,3.9,"Detroit, MI Oceanside,CA Portland, OR Portland,OR; Seattle, WA Spokane, WA Wenatchee,WA",Afghan Diesel,Afghani; Sour Diesel,https://d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/sour-diesel/badge?width=340&padding=false,https://www.leafly.com/hybrid/afghan-diesel
1. Sweet 2. Earthy 3. Woody,https://www.leafly.com/indica/afghani,70; Medium,70; Medium,/indica/afghani,"Afghan Haze is a sativa-dominant hybrid that combines a resinous Afghani indica with a sweet-smelling Haze sativa. Created by former Sensi breeder Nevil Schoenmaker and Shantibaba of Mr. Nice Seeds, Afghan Haze balances energizing cerebral invigoration with soothing full-body effects. Its clear-headed relief allows patients to treat pain, depression, and appetite loss during the day, and heavier doses can help ease the mind and body into peaceful sleep. Afghan Haze may have an excruciatingly long indoor flowering time of 10 weeks, but the large harvests of potent, crystal-covered buds are worth waiting for.; Most Helpful bme0002 2/26/2016 6:21 AM 2/26/2016 6:21 AM “This strain is crazy dank. It hits hard and fast the high lasts long. Great strain” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/haze/badge?width=340&padding=false,4.4| 21 Reviews,4.4,"Portland, OR Bakersfield, CA Beaverton, OR Bend, OR; Corvallis, OR Everett,WA Kirkland,WA Vancouver,BC",Afghan Haze,Afghani; Haze,https://d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/haze/badge?width=340&padding=false,https://www.leafly.com/hybrid/afghan-haze
1. Tea 2. Woody 3. Spicy/Herbal,https://www.leafly.com/indica/afghani,56,56,/indica/afghani,"Afghanica is a strain created by Flying Dutchmen with a taste, form, and effects typical of Afghani varieties. Coupled with the yield, vigor, and general potency true to Skunks, it is a pleasure to grow and consume. This strain is cherished for its many medical applications including pain relief and insomnia, and its heavy physical characteristics are lent from its mother, Afghani #1.; Most Helpful PimpGrinch 9/9/2011 2:20 AM 9/9/2011 2:20 AM “Dominant Afghan taste, form and quality of high coupled with dominant Skunk yield, vigour and general potency gives you the cream of the crops.” Read Full Review Report Abuse Most Recent WakeAndJake 2/28/2015 7:36 PM 2/28/2015 7:36 PM “Not the most potent strain I've had but I've never had a strain smell like tea before... Afghanica provided one of the smoothest smokes ever, every hit felt like nothing even from a joint.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false,4.1| 7 Reviews,4.1,"Detroit, MI",Afghanica,Afghani,https://d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false,https://www.leafly.com/hybrid/afghanica
1. Menthol 2. Pungent 3. Skunk,https://www.leafly.com/indica/afghani,,,/indica/afghani,"Afwreck is a hybrid cross of Afghani and Trainwreck. Strong sativa effects with immediate head-concentrated high.; Most Helpful sensiazsalt 4/22/2011 3:03 AM 4/22/2011 3:03 AM “Feel=Pretty good overall feel for this bud. It made my worries go away and almost felt like i just went somewhere else which is what i wanted Amount= I only smoked a bowl of this, but it feels like enough right now, even for someone like me who has been smoking for a bit now. Tastes= sweet and almost spicy I could feel it mostly in my cheeks...mostly..(inside joke)... Get in ZE CHOPA and give this bud a try YOU W...” Read Full Review Report Abuse Most Recent mgiordano89 2/19/2016 3:17 AM 2/19/2016 3:17 AM “amazing euphoric eyes with mellow undertones delicious flavor and an overall feeling of well-being” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/trainwreck/badge?width=340&padding=false,4.2| 66 Reviews,4.2,"Los Angeles,CA Anaheim, CA Bellflower, CA Colorado Springs,CO Corona, CA; Eugene,OR Grants Pass,OR Inglewood, CA Littleton,CO Portland, OR",Afwreck,Afghani; Trainwreck,https://d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/trainwreck/badge?width=340&padding=false,https://www.leafly.com/hybrid/afwreck
1. Citrus 2. Orange 3. Sweet,https://www.leafly.com/hybrid/orange-velvet,60,60,/hybrid/orange-velvet,"Don’t let the name scare you! The only herbicidal warfare Agent Orange will wage is between the excellence of this strain's flavors and uplifting effects. A well-balanced hybrid that combines the smooth Orange Velvet with the bold Jack the Ripper, Agent Orange will capture your senses. Wonderful smells of oranges and fresh-cut citrus fruit will entice you immediately, while the pigments of deep maroon and purple will make this bud stand out in a sea of green. The effects are uplifting and motivating, serving as a great mood enhancer if you are feeling lethargic or depressed.; Most Helpful Anonymous 9/17/2011 6:18 AM 9/17/2011 6:18 AM “People always talk about taste and smell and shit on here, and that stuff is okay, but the REASON you smoke is for the high, so that's all I'm gonna talk about. Agent Orange, at least the one I got, is straight 50/50, and you feel that, too. You're thinking deep thoughts and laughing about it, all the while riding on a magic carpet ride that is your body. Great for dulling pain. This was the first thing I smoke...” Read Full Review Report Abuse Most Recent alisonwondrlnd7 3/3/2016 2:03 AM 3/3/2016 2:03 AM “The smell and taste is amazingggg 😋🍊” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/orange-velvet/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/jack-the-ripper/badge?width=340&padding=false,4.1| 457 Reviews,4.1,"Portland, OR Seattle, WA Eugene, OR Bellingham, WA Everett, WA; Ann Arbor,MI Bellevue, WA Salem,OR San Jose, CA Toronto, ON",Agent Orange,Orange Velvet; Jack the Ripper,https://d3h17ltqi8v019.cloudfront.net/hybrid/orange-velvet/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/jack-the-ripper/badge?width=340&padding=false,https://www.leafly.com/hybrid/agent-orange
1. Grape 2. Pepper 3. Skunk,https://www.leafly.com/sativa/matanuska-thunder-fuck,,,/sativa/matanuska-thunder-fuck,"From Sonoma County comes Alaska Thunder Grape, a hybrid strain that balances genetics from Matanuska Thunder Fuck and Grape Ape. With floral flavors of lavender and hibiscus, Alaska Thunder Grape delivers heavy euphoric effects that promote rest and relaxation.; Most Helpful flipndip187 2/6/2016 3:35 PM 2/6/2016 3:35 PM “Alaskan Thunder Grape (also know as Grape Thunder) Looks: White and purple buds with a fair amount of red hairs and bright green leaves here and there. Some of the most beautiful bud ive ever seen. My man said he could only spare a q but it came as 2 thick crown nugs. For some reason he doesnt like the crowns. The trich coverage is top 3 ive seen, the bud is actually green but so covered it looks white. Smell/Taste: ...” Read Full Review Report Abuse Most Recent flipndip187 2/6/2016 3:40 PM 2/6/2016 3:40 PM “Sorry. Im trying to get these pics up here but it just crashes the app everytime i do. Hope that gets fixed soon” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/sativa/matanuska-thunder-fuck/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/grape-ape/badge?width=340&padding=false,4.7| 2 Reviews,4.7,"Portland, OR Portland,OR; Shady Cove, OR",Alaska Thunder Grape,Matanuska Thunder Fuck; Grape Ape,https://d3h17ltqi8v019.cloudfront.net/sativa/matanuska-thunder-fuck/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/grape-ape/badge?width=340&padding=false,https://www.leafly.com/hybrid/alaska-thunder-grape
1. Pungent 2. Skunk 3. Earthy,https://www.leafly.com/indica/afghan-skunk,,,/indica/afghan-skunk,"Albert Walker is an indica-dominant hybrid with unknown origins, but is thought to have descended from Afghan Skunk and bred in the Pacific Northwest. Evidence of its lineage is found in its sour lemon and skunky smell and heavy full-body effects that can last for several hours. Albert Walker’s euphoric and relaxing qualities make it a go-to strain for patients treating depression and anxiety, and may also have benefits for chronic pain and appetite loss. This clone-only strain may come as a challenge for some growers as the plants tend to require frequent attention and maintenance. However, the high yields following its 8-week flowering cycle could be considered a satisfactory reward.; Most Helpful SourCrouter 11/21/2015 12:59 AM 11/21/2015 12:59 AM “This weed was straight up dope! I feel like I really enjoy those earthy, lemon flavor notes. Good body high like most indicas and got me giggling through a bunch of Malcolm in The Middle episodes! Don't Google Albert Walker though you won't be be impressed with his resume. But you will be impressed with his weed strain!” Read Full Review Report Abuse Most Recent geoooooo 2/16/2016 4:31 PM 2/16/2016 4:31 PM “Tasty, beautiful buds. Psychedelic high. This stuff may surprise you like it surprised me. Happy trippy affects with no paranoia or anxiety. Great for going to concerts for sure.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/afghan-skunk/badge?width=340&padding=false,4.7| 36 Reviews,4.7,"Portland, OR Seattle, WA Astoria, OR Bellevue, WA Bellingham, WA; Bellingham,WA Kirkland,WA Mount Vernon, WA Salem,OR San Diego, CA",Albert Walker,Afghan Skunk,https://d3h17ltqi8v019.cloudfront.net/indica/afghan-skunk/badge?width=340&padding=false,https://www.leafly.com/hybrid/albert-walker
1. Blueberry 2. Cheese 3. Chemical,https://www.leafly.com/hybrid/chemdawg,69; Medium; Medium,69; Medium; Medium,/hybrid/chemdawg,"Alchemy is a 50/50 hybrid cannabis strain that was conjured by combining Chemdawg and Querkle. This creation from TGA Genetics comes wreathed in purple fan leaves and lavender-tipped buds. With an aroma of sour grapes and earthy musk, Alchemy delivers a balance of relaxing body effects and engaged cerebral invigoration. Boasting high levels of THC, Alchemy is sure to restore both your mood and appetite.; Most Helpful DaRealBHollow 1/24/2016 8:45 PM 1/24/2016 8:45 PM “can't wait” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/chemdawg/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/querkle/badge?width=340&padding=false,5| 1 Reviews,5,"Portland, OR Portland,OR; Riverside, CA",Alchemy,Chemdawg; Querkle,https://d3h17ltqi8v019.cloudfront.net/hybrid/chemdawg/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/querkle/badge?width=340&padding=false,https://www.leafly.com/hybrid/alchemy
,https://www.leafly.com/hybrid/animal-cookies,70,70,/hybrid/animal-cookies,"The indica-dominant hybrid Alf was created by crossing Animal Pie (an Animal Cookies and Cherry Pie hybrid) and Black Raven (White Fire Alien OG x ’09 Cookies) from The Captain’s Connection. With dessert-like notes of cookies and sour cherry, Alf’s aroma is as enticing as its purple crystal-coated buds. Patients seeking relief from pain, spasms, nausea, and appetite may want to give this relaxing hybrid a try.",//d3h17ltqi8v019.cloudfront.net/hybrid/animal-cookies/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/cherry-pie/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/white-fire-alien-og/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/girl-scout-cookie/badge?width=340&padding=false,,,,Alf,Animal Cookies; Cherry Pie; White Fire Alien OG; Girl Scout Cookies,https://d3h17ltqi8v019.cloudfront.net/hybrid/animal-cookies/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/cherry-pie/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/white-fire-alien-og/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/girl-scout-cookie/badge?width=340&padding=false,https://www.leafly.com/hybrid/alf
1. Citrus 2. Pungent 3. Earthy,,,,,"Alien Asshat is a hybrid cannabis strain grown by Sky High Gardens in Washington. With a staggeringly high THC content, Alien Asshat launches you into the cosmos with a powerful euphoric blast. Its buds are a tangle of green calyxes and leaves wrapped in a constellation of shining crystal resin. If you’re new to cannabis, be sure to start small with this heavy-hitter.; Most Helpful ataboy 8/22/2015 2:02 PM 8/22/2015 2:02 PM “great high hits you quick” Read Full Review Report Abuse Most Recent kmp1018 1/15/2016 5:21 AM 1/15/2016 5:21 AM “Tastes amazing. Coming in at a 29% THC level, this bud is very relaxing and not too intense.” Read Full Review Report Abuse",,4.7| 12 Reviews,4.7,"Tacoma, WA Issaquah,WA; Wenatchee,WA",Alien Asshat,,,https://www.leafly.com/hybrid/alien-asshat
1. Flowery 2. Pungent 3. Citrus,https://www.leafly.com/hybrid/tahoe-alien,,,/hybrid/tahoe-alien,"Alien Hallucination is a hybrid cannabis strain that is believed to be a cross between the sedating Tahoe Alien and LSD, a classic Amsterdam hybrid known for its trippy head buzz. Bred by Alien Genetics, this strain will abduct the mind while your body remains anchored in deep physical relaxation.; Most Helpful Cal777 12/30/2015 7:51 PM 12/30/2015 7:51 PM “Dense Christmas tree style flowers. Smooth smoking.Excellent flavor and aroma. Heady, but not overpowering.” Read Full Review Report Abuse Most Recent blissedoutbabe 2/14/2016 3:54 AM 2/14/2016 3:54 AM “Definitely a good one. I really love anything mixed with LSD. After a hit, the effects come on me in like 5 minutes. Like another review said- it's best when you can just chill out, listen to some good music, and get real reflective. I do a lot of art when I smoke this one. Good stuff.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/tahoe-alien/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/lsd/badge?width=340&padding=false,4.4| 11 Reviews,4.4,,Alien Hallucination,Tahoe Alien; LSD,https://d3h17ltqi8v019.cloudfront.net/hybrid/tahoe-alien/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/lsd/badge?width=340&padding=false,https://www.leafly.com/hybrid/alien-hallucination
1. Skunk 2. Butter 3. Citrus,https://www.leafly.com/hybrid/alien-og,Medium; Medium,Medium; Medium,/hybrid/alien-og,"Using a White Fire #6 and Alien OG hybrid and crossing it again with Diablo, LivWell created Alien Inferno. Rock solid buds slathered in trichomes and red pistils, Alien Inferno is a heavy-handed OG hybrid that can help relieve pain, boost creativity, and help you unwind. With the taste of earth, pine, and lemon, this potent indica-dominant hybrid will take care of even the most experienced connoisseur.; Most Helpful m8666 12/31/2015 4:24 AM 12/31/2015 4:24 AM “Man that stuffs no joke !!! some off the best I've had in a long time” Read Full Review Report Abuse Most Recent czarphace 2/14/2016 7:25 AM 2/14/2016 7:25 AM “Hands down my favorite strain!! felt like i got abducted for like 3 hours, some legit tho!!” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/alien-og/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/diablo/badge?width=340&padding=false,4.7| 5 Reviews,4.7,"Buckley,WA Central Point,OR Cortez, CO; Denver, CO Mount Shasta, CA Worcester, MA",Alien Inferno,Alien OG; Diablo,https://d3h17ltqi8v019.cloudfront.net/hybrid/alien-og/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/diablo/badge?width=340&padding=false,https://www.leafly.com/hybrid/alien-inferno
1. Earthy 2. Sweet 3. Pine,https://www.leafly.com/indica/alien-kush,,,/indica/alien-kush,"Alien OG is a cross between Tahoe OG and Alien Kush.; Most Helpful faded.concentration 1/2/2014 8:30 AM 1/2/2014 8:30 AM “i have been a connoisseur of ganja for the last 10 years. i am very strict when examining quality and consistency of the flowers and concentrates I medicate on. first time trying Alien OG shatter and boy this is CREAM OF THE CROP if you are getting a authentic batch. the concentrate kinda crept up on me within 10-15 minutes. the fade started with a warm and fuzzy feeling in my eye lids, incredibly relaxed, very eupho...” Read Full Review Report Abuse Most Recent savagehippy 3/1/2016 3:23 AM 3/1/2016 3:23 AM “Alien Og one of my new favorites. I'll start with the smell it is strong and pungent you can smell it through almost anything my house has been taken over by the aroma. It's sticky with trichromes all over the loose fluffy buds. I love to cough and this sure will make you do that. Very good high euphoric lightheadedness hits you immediately and then soon after takes the whole body over with a relaxed but not sleepy,...” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/alien-kush/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/tahoe-og/badge?width=340&padding=false,4.4| 285 Reviews,4.4,"Portland, OR Denver, CO Seattle, WA Eugene, OR Tacoma, WA; Detroit, MI Los Angeles,CA Portland,OR Vancouver, BC Aberdeen,WA",Alien OG,Alien Kush; Tahoe OG Kush,https://d3h17ltqi8v019.cloudfront.net/indica/alien-kush/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/tahoe-og/badge?width=340&padding=false,https://www.leafly.com/hybrid/alien-og
1. Pungent 2. Cheese 3. Nutty,https://www.leafly.com/indica/alien-dawg,Medium; Medium; Late Sept./Early Oct.,Medium; Medium; Late Sept./Early Oct.,/indica/alien-dawg,"Alien Reunion is an indica-dominant cross of Alien OG and Alien Dawg bred by Cannobi Genetics. Its dense colas emit a pungent mix of flavors that include sweet fruity tones of cherry and lemon combined with a skunky, diesel note. The relaxing effects of Alien Reunion calm the body while stimulating the mind with an energetic and creative rush that helps you stay productive without feeling sluggish.; Most Helpful BLOW715 6/16/2015 12:34 AM 6/16/2015 12:34 AM “good strain” Read Full Review Report Abuse Most Recent Stargazing1975 8/6/2015 12:10 AM 8/6/2015 12:10 AM “Super euphoric! I'm loving it” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/alien-dawg/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/alien-og/badge?width=340&padding=false,5| 7 Reviews,5,,Alien Reunion,Alien Dawg; Alien OG,https://d3h17ltqi8v019.cloudfront.net/indica/alien-dawg/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/alien-og/badge?width=340&padding=false,https://www.leafly.com/hybrid/alien-reunion
1. Sweet 2. Citrus 3. Pungent,https://www.leafly.com/hybrid/tahoe-alien,Easy; 56; High; Medium,Easy; 56; High; Medium,/hybrid/tahoe-alien,"Alien Rock Candy by Alien Genetics is an indica-dominant hybrid with an aroma as sweet as the name suggests. This Sour Dubble and Tahoe Alien cross captures a fruity, citrus aroma that carries through until the exhale. Full relaxation of the mind and body make this strain ideal for the end of an active or stressful day, with a heaviness that segueways nicely into sleep. The effects may take a few minutes to peak, but Alien Rock Candy packs a powerful euphoric punch once it sets in. A good choice for both novice and expert growers alike, Alien Rock Candy finishes around 8 weeks into its flowering cycle.; Most Helpful crazycolton55 12/16/2014 1:50 AM 12/16/2014 1:50 AM “This weed was just unbelievably amazing with its very light and fluffy buds that have a similar feel to sage leaves, but when broken up is just super shiny on the inside with crystals. When inhaled, it gives you a super delicious sweet candy flavor with an incredible sage and citrus aftertaste. The high it gives you is super creative, euphoric, and mellow. 5/5 you can't ask for better weed than this.” Read Full Review Report Abuse Most Recent g.kirk 2/26/2016 2:10 AM 2/26/2016 2:10 AM “Alien Rock Candy is a phenomenal strain and an all around wonder. The buds are really pretty to look at, every time I have had this strain the buds are tightly compact with a bit of a dark green color with a sticky layer of white sugary trichomes. The flavor isn't like I remember rock candy as a kid but it definitely has a sweet taste to it through a vape. Very clean finish to the taste as well. The effects are prett...” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/tahoe-alien/badge?width=340&padding=false,4.8| 52 Reviews,4.8,"Detroit, MI Addison,IL Deerfield, IL Denver,CO Detroit,MI; El Cajon, CA Glenwood Springs, CO Los Angeles,CA Mundelein, IL Paso Robles, CA",Alien Rock Candy,Tahoe Alien,https://d3h17ltqi8v019.cloudfront.net/hybrid/tahoe-alien/badge?width=340&padding=false,https://www.leafly.com/hybrid/alien-rock-candy
1. Apple 2. Ammonia 3. Pepper,https://www.leafly.com/indica/alien-dawg,,,/indica/alien-dawg,"Alien Sour Apple is a sativa-dominant hybrid that mixes the genetics of Alien Dawg with Sour Apple. Bred by Franchise Genetics, Alien Sour Apple tastes sweet and sour, like a Granny Smith apple. Its heady sativa effects provide a lift of energy and incite an optimistic sense of euphoria.; Most Helpful ATomo7 3/19/2015 10:58 PM 3/19/2015 10:58 PM “Not as good for PAIN-is Hindu Kush hybrids but, (only downside!) )if you're looking for something to give you a Perfect BODY/MENTAL HI , as well as set you up for euphoric mental Wonderland flight you got tickets first class YO!) (Seriously Love this strain, Mental focus is sharp but cool at the same time....' TASTE: FACTORS IN OUTSTANDING, First thing came to mind was a sour Apple jolly rancher' Just a faint tropi...” Read Full Review Report Abuse Most Recent bonfirehaze 12/19/2015 2:09 AM 12/19/2015 2:09 AM “It's very euphoric strain that is very great when you just want a good time.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/alien-dawg/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/sour-apple/badge?width=340&padding=false,4.6| 5 Reviews,4.6,"Kennewick, WA Los Angeles, CA; Richland, WA",Alien Sour Apple,Alien Dawg; Sour Apple,https://d3h17ltqi8v019.cloudfront.net/indica/alien-dawg/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/sour-apple/badge?width=340&padding=false,https://www.leafly.com/hybrid/alien-sour-apple
1. Berry 2. Sweet 3. Pungent,,60,60,,"Originating from the tropical islands of Hawaii, Alohaberry releases a pleasant aroma and taste of tropical berries. It is known for its unique sweet taste and because it is an equal hybrid, the effects are both mind and body. Flowering time for this plant is approximately 8-9 weeks.; Most Helpful ThaBlasian206 3/31/2011 11:50 PM 3/31/2011 11:50 PM “Picked up an oz of this from the Green Door in Seattle and just vaped about three bowls. It's blowing up my head right now. I feel energized but a calm energized, I am ready to handle any task and I can imagine playing sports, going to school, exercising, or anything I else I feel like setting my mind to. I feel very happy and satisfied with how everything is, an ""accepting"" feeling is how I would put it. A very ener...” Read Full Review Report Abuse Most Recent leon.yoakumii 3/27/2015 6:47 PM 3/27/2015 6:47 PM “Smooth sweet taste . Nice buzz” Read Full Review Report Abuse",,4.3| 14 Reviews,4.3,,Alohaberry,,,https://www.leafly.com/hybrid/alohaberry
1. Sweet 2. Diesel 3. Lemon,https://www.leafly.com/hybrid/og-kush,,,/hybrid/og-kush,"Alpha OG from Alpha Medic is an OG Kush phenotype that took 2nd place in the 2014 Los Angeles Cannabis Cup. Its thick layer of crystal trichomes helps to explain why this pungent, pine-scented strain consistently tests over 20% THC when grown optimally. Conditions best treated with high-THC strains like Alpha OG include sleep apnea, appetite and weight loss, nausea, and chronic pain.; Most Helpful Pra420calikush 5/9/2014 12:06 PM 5/9/2014 12:06 PM “This strain is one of the best I've ever tasted. Great High.” Read Full Review Report Abuse Most Recent 666runforest 2/27/2016 1:44 PM 2/27/2016 1:44 PM “Fire ass shit good high good chill night w your girl.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false,4.6| 21 Reviews,4.6,"Bellingham, WA Portland, OR San Bernardino, CA; San Diego, CA Upland, CA Vista,CA",Alpha OG,OG Kush,https://d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false,https://www.leafly.com/hybrid/alpha-og
1. Berry 2. Blueberry 3. Pine,https://www.leafly.com/hybrid/blue-mystic,56; High; Medium,56; High; Medium,/hybrid/blue-mystic,"Alpine Blue is a 60/40 sativa-dominant hybrid that combines Blue Mystic and Power Plant, who pass on uplifting euphoric effects alongside a complex aroma of blueberry and woody pine. While some phenotypes tend toward the indica side of the spectrum, even its common sativa expression induces calming full-body effects. Patients typically look to Alpine Blue for daytime relief of anxiety and mood disorders, gastrointestinal pain, and inflammation.; Most Helpful crazycolton55 12/23/2014 5:11 PM 12/23/2014 5:11 PM “This weed which was a light bluish green with lots of snowwhite crystals and big bright red hairs curling around it, when lit it has a menthol minty pine taste to it followed by an amazing wintery satova high. 5/5” Read Full Review Report Abuse Most Recent indican 5/4/2015 9:35 PM 5/4/2015 9:35 PM “Great euphoric high. The charis is undescribable! Very intense rush and feeling like your trapped in the space/time continuum for an hour or so before coming down to couch lock after a couple hours. Got this from the breeder, Evergreen Farms in AZ.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/blue-mystic/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/power-plant/badge?width=340&padding=false,5| 2 Reviews,5,"Shady Cove, OR",Alpine Blue,Blue Mystic; Power Plant,https://d3h17ltqi8v019.cloudfront.net/hybrid/blue-mystic/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/power-plant/badge?width=340&padding=false,https://www.leafly.com/hybrid/alpine-blue
